field_id,date,crop_type,variety,crop_age_days,growth_stage,soil_moisture,soil_temperature,soil_ph,nitrogen,phosphorus,potassium,temperature,humidity,rainfall,wind_speed,solar_radiation,irrigation_amount,fertilizer_amount,disease_score,pest_count,ndvi,actual_yield
F-009,2026-09-01,Cotton,PhytoGen PHY400,98,Maturity,45.8,23.3,6.47,88.9,36.0,193.2,25.4,67.8,0.0,20.1,21.4,0.0,0.0,6.3,13,0.771,2.19
F-010,2026-08-18,Cotton,Deltapine DP1646,56,Grain/Pod Filling,49.9,26.3,6.99,41.6,48.7,75.4,29.2,55.3,0.0,5.1,24.6,0.0,0.0,5.1,3,0.77,2.19
F-010,2026-08-19,Cotton,Deltapine DP1646,57,Grain/Pod Filling,42.7,23.8,7.04,41.2,48.6,75.2,25.1,64.8,0.0,13.0,18.6,0.0,0.0,5.4,2,0.802,2.38
F-010,2026-08-20,Cotton,Deltapine DP1646,58,Grain/Pod Filling,35.7,26.2,6.94,40.8,48.5,75.1,29.3,71.9,0.0,2.9,22.9,0.0,0.0,5.8,2,0.802,2.15
F-010,2026-08-21,Cotton,Deltapine DP1646,59,Grain/Pod Filling,28.9,25.9,6.89,40.4,48.4,74.9,28.5,61.3,0.0,9.9,13.6,0.0,0.0,6.3,2,0.753,1.93
F-010,2026-08-22,Cotton,Deltapine DP1646,60,Grain/Pod Filling,23.4,18.7,7.01,40.0,48.3,74.8,20.2,65.3,0.0,19.4,21.1,0.0,0.0,6.2,3,0.725,1.79
F-010,2026-08-23,Cotton,Deltapine DP1646,61,Grain/Pod Filling,18.4,21.3,6.92,39.6,48.2,74.6,23.0,98.0,0.7,19.6,19.1,0.0,0.0,7.0,6,0.695,1.57
F-010,2026-08-24,Cotton,Deltapine DP1646,62,Grain/Pod Filling,29.1,26.2,6.92,39.2,48.1,74.5,28.7,59.2,0.0,13.1,25.1,18.5,0.0,7.0,8,0.8,1.87
F-010,2026-08-25,Cotton,Deltapine DP1646,63,Grain/Pod Filling,41.7,22.0,6.89,38.8,48.0,74.3,24.7,75.9,0.0,7.7,23.4,21.7,0.0,7.3,4,0.77,2.13
F-010,2026-08-26,Cotton,Deltapine DP1646,64,Grain/Pod Filling,37.9,16.0,6.97,38.4,47.9,74.2,16.2,71.9,0.0,13.5,20.1,0.0,0.0,7.2,3,0.763,2.17
F-010,2026-08-27,Cotton,Deltapine DP1646,65,Grain/Pod Filling,58.6,22.8,6.9,100.5,66.5,86.5,22.6,56.1,0.0,12.9,23.5,30.2,62.5,7.2,2,0.805,2.28
F-010,2026-08-28,Cotton,Deltapine DP1646,66,Grain/Pod Filling,55.6,21.5,6.92,37.6,47.7,73.9,22.2,63.3,0.0,14.6,23.4,0.0,0.0,7.8,5,0.772,1.96
F-010,2026-08-29,Cotton,Deltapine DP1646,67,Grain/Pod Filling,47.6,20.7,6.99,37.2,47.6,73.7,22.1,70.7,0.0,16.3,21.9,0.0,0.0,8.4,2,0.765,1.93
F-010,2026-08-30,Cotton,Deltapine DP1646,68,Grain/Pod Filling,40.9,30.1,7.01,36.8,47.5,73.6,32.7,75.1,0.0,2.6,30.7,0.0,0.0,8.6,2,0.772,2.12
F-010,2026-08-31,Cotton,Deltapine DP1646,69,Grain/Pod Filling,38.5,17.0,6.97,36.4,47.4,73.4,17.7,54.9,0.0,10.4,22.3,0.0,0.0,8.7,2,0.738,2.0
F-010,2026-09-01,Cotton,Deltapine DP1646,70,Grain/Pod Filling,64.4,25.4,6.96,36.0,47.3,73.3,26.7,93.0,1.6,18.0,17.5,33.9,0.0,9.5,2,0.787,1.95
F-011,2026-08-18,Corn,Dekalb DKC64-35,72,Grain/Pod Filling,50.2,25.3,6.54,34.9,45.6,182.5,26.4,50.6,0.0,15.8,27.5,0.0,0.0,5.3,21,0.713,6.29
F-011,2026-08-19,Corn,Dekalb DKC64-35,73,Grain/Pod Filling,41.6,25.0,6.63,34.5,45.5,182.4,26.7,49.3,0.0,20.5,22.1,0.0,0.0,5.1,24,0.768,7.33
F-011,2026-08-20,Corn,Dekalb DKC64-35,74,Grain/Pod Filling,35.1,23.0,6.62,34.1,45.4,182.2,25.3,53.4,0.0,14.1,27.6,0.0,0.0,5.3,26,0.771,6.77
F-011,2026-08-21,Corn,Dekalb DKC64-35,75,Maturity,56.1,22.8,6.6,33.7,45.3,182.1,23.3,60.0,0.0,16.8,23.9,30.2,0.0,4.6,29,0.783,6.58
F-011,2026-08-22,Corn,Dekalb DKC64-35,76,Maturity,49.5,22.7,6.68,33.3,45.2,181.9,22.5,60.0,0.0,11.2,20.4,0.0,0.0,3.6,26,0.744,6.57
F-011,2026-08-23,Corn,Dekalb DKC64-35,77,Maturity,41.5,25.2,6.64,32.9,45.1,181.8,27.8,69.3,0.0,15.9,20.7,0.0,0.0,3.8,22,0.75,6.85
F-011,2026-08-24,Corn,Dekalb DKC64-35,78,Maturity,34.6,27.7,6.64,32.5,45.0,181.6,30.8,75.1,0.0,9.0,19.3,0.0,0.0,3.9,21,0.783,6.84
F-011,2026-08-25,Corn,Dekalb DKC64-35,79,Maturity,55.3,25.4,6.61,32.1,44.9,181.5,27.2,49.4,0.0,6.9,18.2,31.0,0.0,3.7,24,0.768,6.75
F-011,2026-08-26,Corn,Dekalb DKC64-35,80,Maturity,49.5,27.9,6.58,31.7,44.8,181.3,28.5,60.6,0.0,15.0,23.3,0.0,0.0,3.5,23,0.755,6.6
F-011,2026-08-27,Corn,Dekalb DKC64-35,81,Maturity,51.2,21.5,6.68,31.3,44.7,181.2,22.0,83.8,10.0,12.9,21.3,0.0,0.0,3.8,21,0.802,7.24
F-011,2026-08-28,Corn,Dekalb DKC64-35,82,Maturity,43.7,22.6,6.61,30.9,44.6,181.0,25.6,63.3,0.0,14.4,20.1,0.0,0.0,3.8,20,0.771,6.86
F-011,2026-08-29,Corn,Dekalb DKC64-35,83,Maturity,35.2,28.4,6.64,30.5,44.5,180.9,32.0,53.8,0.0,13.5,20.6,0.0,0.0,3.8,16,0.789,6.5
F-011,2026-08-30,Corn,Dekalb DKC64-35,84,Maturity,31.7,20.0,6.6,30.1,44.4,180.7,22.6,65.3,0.0,24.9,21.3,0.0,0.0,4.1,12,0.754,6.51
F-011,2026-08-31,Corn,Dekalb DKC64-35,85,Maturity,21.8,22.8,6.52,29.7,44.3,180.6,24.4,63.0,0.0,15.5,16.3,0.0,0.0,2.8,11,0.701,4.94
F-011,2026-09-01,Corn,Dekalb DKC64-35,86,Maturity,44.6,24.2,6.61,29.3,44.2,180.4,24.9,57.5,0.0,16.4,32.0,33.6,0.0,2.7,7,0.79,7.23
F-012,2026-08-18,Rice,Jupiter Medium,70,Grain/Pod Filling,46.2,28.3,5.92,80.6,59.5,84.3,29.5,53.2,0.0,18.2,26.2,0.0,0.0,5.4,14,0.786,5.98
F-012,2026-08-19,Rice,Jupiter Medium,71,Grain/Pod Filling,42.2,22.6,5.85,80.2,59.4,84.1,25.1,56.1,0.0,9.6,20.8,0.0,0.0,5.2,10,0.746,5.56
F-012,2026-08-20,Rice,Jupiter Medium,72,Grain/Pod Filling,38.2,28.6,5.83,79.8,59.3,84.0,31.3,78.3,0.0,20.6,22.2,0.0,0.0,5.0,11,0.773,5.42
F-012,2026-08-21,Rice,Jupiter Medium,73,Grain/Pod Filling,58.6,18.5,5.86,79.4,59.2,83.8,20.1,58.5,0.0,11.3,22.4,26.2,0.0,4.6,7,0.78,5.75
F-012,2026-08-22,Rice,Jupiter Medium,74,Grain/Pod Filling,51.9,27.2,5.91,79.0,59.1,83.7,29.8,65.8,0.0,10.0,16.4,0.0,0.0,4.1,6,0.743,5.92
F-012,2026-08-23,Rice,Jupiter Medium,75,Maturity,43.2,25.6,5.86,78.6,59.0,83.5,28.8,47.5,0.0,21.9,25.1,0.0,0.0,4.9,9,0.79,5.95
F-012,2026-08-24,Rice,Jupiter Medium,76,Maturity,43.7,22.8,5.89,78.2,58.9,83.4,24.5,61.5,5.9,15.7,21.4,0.0,0.0,5.5,12,0.779,6.28
F-012,2026-08-25,Rice,Jupiter Medium,77,Maturity,37.8,20.5,5.83,77.8,58.8,83.2,23.2,69.2,0.0,14.0,20.1,0.0,0.0,5.7,10,0.743,5.92
F-012,2026-08-26,Rice,Jupiter Medium,78,Maturity,51.0,21.5,5.8,77.4,58.7,83.1,24.4,54.0,0.0,13.8,16.4,23.9,0.0,5.7,10,0.782,5.55
F-012,2026-08-27,Rice,Jupiter Medium,79,Maturity,52.2,23.8,5.87,77.0,58.6,82.9,24.9,64.6,9.7,21.9,19.1,0.0,0.0,6.3,7,0.791,5.82
F-012,2026-08-28,Rice,Jupiter Medium,80,Maturity,47.1,20.4,5.92,76.6,58.5,82.8,21.4,53.9,0.0,17.7,17.0,0.0,0.0,6.5,6,0.774,5.57
F-012,2026-08-29,Rice,Jupiter Medium,81,Maturity,42.9,29.1,5.79,76.2,58.4,82.6,32.9,76.3,0.0,11.7,21.6,0.0,0.0,5.7,4,0.79,5.84
F-012,2026-08-30,Rice,Jupiter Medium,82,Maturity,35.5,27.8,5.87,75.8,58.3,82.5,30.0,59.5,0.0,13.8,19.3,0.0,0.0,5.5,2,0.826,6.21
F-012,2026-08-31,Rice,Jupiter Medium,83,Maturity,55.6,26.8,5.87,75.4,58.2,82.3,29.9,64.5,0.0,6.8,18.6,30.2,0.0,4.3,2,0.817,5.99
F-012,2026-09-01,Rice,Jupiter Medium,84,Maturity,50.3,26.8,5.92,75.0,58.1,82.2,29.3,86.1,0.0,8.2,21.6,0.0,0.0,3.8,4,0.773,5.71
F-013,2026-08-18,Rice,Jupiter Medium,69,Grain/Pod Filling,50.3,21.7,6.81,142.8,14.1,131.2,24.6,57.5,0.0,10.9,25.4,0.0,0.0,5.3,17,0.797,6.02
F-013,2026-08-19,Rice,Jupiter Medium,70,Grain/Pod Filling,45.1,23.0,6.81,142.4,14.0,131.0,26.5,58.8,0.0,15.6,18.2,0.0,0.0,5.5,18,0.734,5.7
F-013,2026-08-20,Rice,Jupiter Medium,71,Grain/Pod Filling,38.4,23.8,6.72,142.0,13.9,130.9,26.0,56.8,0.0,13.1,22.3,0.0,0.0,5.1,20,0.778,5.23
F-013,2026-08-21,Rice,Jupiter Medium,72,Grain/Pod Filling,57.6,16.9,6.81,141.6,13.8,130.7,20.3,80.3,10.5,10.5,18.5,15.7,0.0,4.9,16,0.746,5.59
F-013,2026-08-22,Rice,Jupiter Medium,73,Grain/Pod Filling,62.0,27.0,6.81,141.2,13.7,130.6,29.3,97.4,13.8,18.0,12.6,0.0,0.0,5.2,17,0.752,5.99
F-013,2026-08-23,Rice,Jupiter Medium,74,Grain/Pod Filling,56.4,25.4,6.8,140.8,13.6,130.4,27.5,53.8,0.0,12.4,24.2,0.0,0.0,4.9,13,0.747,6.06
F-013,2026-08-24,Rice,Jupiter Medium,75,Maturity,49.7,23.3,6.85,140.4,13.5,130.3,24.9,66.6,0.0,9.7,26.5,0.0,0.0,4.5,11,0.801,6.28
F-013,2026-08-25,Rice,Jupiter Medium,76,Maturity,43.8,25.0,6.76,140.0,13.4,130.1,26.5,63.9,0.0,17.2,22.7,0.0,0.0,4.8,7,0.786,5.96
F-013,2026-08-26,Rice,Jupiter Medium,77,Maturity,36.2,23.9,6.85,139.6,13.3,130.0,26.7,65.7,0.0,14.4,22.8,0.0,0.0,4.7,5,0.786,6.2
F-013,2026-08-27,Rice,Jupiter Medium,78,Maturity,51.4,24.0,6.8,139.2,13.2,129.8,24.9,55.0,0.0,13.7,20.9,23.3,0.0,4.3,6,0.814,6.03
F-013,2026-08-28,Rice,Jupiter Medium,79,Maturity,46.3,27.7,6.76,138.8,13.1,129.7,28.3,54.3,0.0,10.3,20.3,0.0,0.0,4.7,5,0.779,6.1
F-013,2026-08-29,Rice,Jupiter Medium,80,Maturity,41.9,23.3,6.75,138.4,13.0,129.5,26.5,66.1,0.0,12.4,22.9,0.0,0.0,4.8,5,0.773,6.14
F-013,2026-08-30,Rice,Jupiter Medium,81,Maturity,35.5,23.1,6.79,138.0,12.9,129.4,25.2,38.6,0.0,26.1,25.1,0.0,0.0,4.7,4,0.784,5.99
F-013,2026-08-31,Rice,Jupiter Medium,82,Maturity,67.4,27.0,6.77,137.6,12.8,129.2,28.5,76.3,23.3,10.4,9.6,22.4,0.0,4.6,7,0.758,6.13
F-013,2026-09-01,Rice,Jupiter Medium,83,Maturity,63.1,17.1,6.82,137.2,12.7,129.1,18.4,67.6,0.0,14.8,22.2,0.0,0.0,4.7,3,0.769,5.72
F-014,2026-08-18,Soybean,Asgrow AG36X6,73,Grain/Pod Filling,52.6,21.1,6.95,82.4,15.6,202.7,23.5,90.4,5.5,14.3,17.2,0.0,0.0,5.2,16,0.754,3.36
F-014,2026-08-19,Soybean,Asgrow AG36X6,74,Grain/Pod Filling,47.9,24.7,6.94,82.0,15.5,202.6,26.1,68.8,0.0,16.2,17.9,0.0,0.0,4.7,12,0.785,3.82
F-014,2026-08-20,Soybean,Asgrow AG36X6,75,Maturity,41.6,23.9,7.07,81.6,15.4,202.4,25.5,65.4,0.0,16.9,30.1,0.0,0.0,4.6,13,0.771,3.78
F-014,2026-08-21,Soybean,Asgrow AG36X6,76,Maturity,35.7,24.1,6.92,81.2,15.3,202.3,25.4,51.9,0.0,13.7,26.5,0.0,0.0,5.0,9,0.772,3.59
F-014,2026-08-22,Soybean,Asgrow AG36X6,77,Maturity,38.9,22.1,6.96,80.8,15.2,202.1,24.6,98.0,11.7,7.2,19.0,0.0,0.0,4.9,12,0.753,3.54
F-014,2026-08-23,Soybean,Asgrow AG36X6,78,Maturity,31.8,29.0,7.04,80.4,15.1,202.0,31.2,62.8,0.0,16.8,23.7,0.0,0.0,5.2,11,0.741,3.64
F-014,2026-08-24,Soybean,Asgrow AG36X6,79,Maturity,25.0,25.6,6.92,80.0,15.0,201.8,24.4,60.3,0.0,15.3,21.9,0.0,0.0,5.0,14,0.723,3.38
F-014,2026-08-25,Soybean,Asgrow AG36X6,80,Maturity,39.5,27.8,6.92,79.6,14.9,201.7,30.9,81.9,0.4,13.6,19.2,27.4,0.0,5.8,10,0.764,3.8
F-014,2026-08-26,Soybean,Asgrow AG36X6,81,Maturity,57.8,24.0,6.94,79.2,14.8,201.5,26.1,67.1,0.0,13.1,22.4,26.6,0.0,6.6,8,0.781,3.57
F-014,2026-08-27,Soybean,Asgrow AG36X6,82,Maturity,49.1,28.0,6.87,78.8,14.7,201.4,31.0,59.7,0.0,14.6,25.9,0.0,0.0,6.2,11,0.794,3.61
F-014,2026-08-28,Soybean,Asgrow AG36X6,83,Maturity,43.5,24.2,6.99,78.4,14.6,201.2,26.7,69.4,0.0,16.0,26.1,0.0,0.0,5.8,7,0.79,3.82
F-014,2026-08-29,Soybean,Asgrow AG36X6,84,Maturity,35.7,24.4,6.94,78.0,14.5,201.1,27.3,63.2,0.0,22.3,31.7,0.0,0.0,5.8,8,0.766,3.73
F-014,2026-08-30,Soybean,Asgrow AG36X6,85,Maturity,55.2,20.8,6.97,77.6,14.4,200.9,23.4,77.2,0.0,18.1,15.1,29.3,0.0,5.6,9,0.789,3.88
F-014,2026-08-31,Soybean,Asgrow AG36X6,86,Maturity,51.2,22.9,7.04,77.2,14.3,200.8,23.9,98.0,5.7,21.5,17.7,0.0,0.0,5.7,12,0.745,3.68
F-014,2026-09-01,Soybean,Asgrow AG36X6,87,Maturity,43.7,26.2,7.04,76.8,14.2,200.6,28.8,65.3,0.0,9.2,24.4,0.0,0.0,5.9,15,0.791,3.83
F-015,2026-08-18,Soybean,Brevant B281EE,36,Flowering,45.5,21.9,5.91,54.1,27.1,164.4,23.5,83.8,0.0,13.1,14.1,0.0,0.0,31.8,12,0.727,3.31
F-015,2026-08-19,Soybean,Brevant B281EE,37,Flowering,38.3,26.7,5.87,53.7,27.0,164.2,28.7,55.0,0.0,16.5,22.2,0.0,0.0,32.7,13,0.708,3.17
F-015,2026-08-20,Soybean,Brevant B281EE,38,Flowering,46.7,25.5,5.89,53.3,26.9,164.1,28.0,75.1,0.0,18.8,19.8,16.4,0.0,36.3,15,0.709,3.31
F-015,2026-08-21,Soybean,Brevant B281EE,39,Flowering,43.6,18.2,5.82,52.9,26.8,163.9,19.8,69.1,0.0,20.2,15.9,0.0,0.0,38.8,16,0.689,3.0
F-015,2026-08-22,Soybean,Brevant B281EE,40,Flowering,36.5,23.0,5.9,131.7,50.4,179.6,25.1,58.9,0.0,14.8,21.8,0.0,79.2,39.8,19,0.708,3.23
F-015,2026-08-23,Soybean,Brevant B281EE,41,Flowering,30.5,20.2,5.9,52.1,26.6,163.6,22.6,55.4,0.0,7.4,22.3,0.0,0.0,40.7,16,0.666,2.74
F-015,2026-08-24,Soybean,Brevant B281EE,42,Flowering,27.5,21.7,5.89,51.7,26.5,163.5,23.2,65.4,0.0,22.5,22.5,0.0,0.0,42.6,18,0.676,2.54
F-015,2026-08-25,Soybean,Brevant B281EE,43,Flowering,52.9,25.3,6.01,51.3,26.4,163.3,26.7,56.9,0.0,7.5,25.3,34.3,0.0,43.5,21,0.669,3.09
F-015,2026-08-26,Soybean,Brevant B281EE,44,Flowering,43.7,29.3,5.91,50.9,26.3,163.2,33.5,55.2,0.0,17.0,27.2,0.0,0.0,44.3,21,0.687,2.84
F-015,2026-08-27,Soybean,Brevant B281EE,45,Flowering,35.4,26.1,5.9,50.5,26.2,163.0,28.0,64.4,0.0,12.1,23.7,0.0,0.0,45.3,23,0.684,2.87
F-015,2026-08-28,Soybean,Brevant B281EE,46,Flowering,29.8,23.6,5.85,50.1,26.1,162.9,26.2,78.5,0.0,23.8,24.2,0.0,0.0,48.8,25,0.634,2.45
F-015,2026-08-29,Soybean,Brevant B281EE,47,Flowering,31.3,19.6,5.85,49.7,26.0,162.7,19.8,76.7,7.4,17.4,25.0,0.0,0.0,52.4,23,0.667,2.69
F-015,2026-08-30,Soybean,Brevant B281EE,48,Flowering,53.7,26.0,5.92,49.3,25.9,162.6,27.2,40.1,0.0,12.0,27.9,31.0,0.0,53.5,23,0.662,2.94
F-015,2026-08-31,Soybean,Brevant B281EE,49,Flowering,48.3,30.5,5.75,48.9,25.8,162.4,33.5,57.5,0.0,11.0,28.9,0.0,0.0,54.6,22,0.653,2.65
F-015,2026-09-01,Soybean,Brevant B281EE,50,Grain/Pod Filling,40.7,25.1,5.96,48.5,25.7,162.3,27.6,78.4,0.0,5.7,28.5,0.0,0.0,56.7,18,0.668,2.85
F-016,2026-08-18,Soybean,Asgrow AG36X6,66,Grain/Pod Filling,56.5,22.9,6.24,44.3,21.4,70.7,25.0,94.7,4.1,8.6,17.1,0.0,0.0,30.4,20,0.744,3.11
F-016,2026-08-19,Soybean,Asgrow AG36X6,67,Grain/Pod Filling,48.4,25.9,6.37,43.9,21.3,70.5,28.0,71.1,0.0,6.9,18.9,0.0,0.0,34.2,21,0.689,3.05
F-016,2026-08-20,Soybean,Asgrow AG36X6,68,Grain/Pod Filling,40.9,23.3,6.16,43.5,21.2,70.4,27.3,61.9,0.0,14.9,22.7,0.0,0.0,35.0,21,0.741,3.18
F-016,2026-08-21,Soybean,Asgrow AG36X6,69,Grain/Pod Filling,35.3,21.6,6.24,43.1,21.1,70.2,23.3,79.8,0.0,22.0,20.1,0.0,0.0,38.4,22,0.724,3.02
F-016,2026-08-22,Soybean,Asgrow AG36X6,70,Grain/Pod Filling,41.9,22.0,6.22,42.7,21.0,70.1,23.3,62.1,0.0,26.1,23.7,16.2,0.0,38.9,21,0.69,3.08
F-016,2026-08-23,Soybean,Asgrow AG36X6,71,Grain/Pod Filling,33.0,28.8,6.26,42.3,20.9,69.9,31.2,60.0,0.0,9.8,28.9,0.0,0.0,39.4,21,0.705,2.8
F-016,2026-08-24,Soybean,Asgrow AG36X6,72,Grain/Pod Filling,52.6,21.5,6.28,41.9,20.8,69.8,22.5,65.9,0.0,12.3,18.8,28.8,0.0,43.1,23,0.665,3.09
F-016,2026-08-25,Soybean,Asgrow AG36X6,73,Grain/Pod Filling,46.7,26.3,6.22,41.5,20.7,69.6,27.5,73.6,0.0,12.7,23.5,0.0,0.0,46.4,19,0.695,2.85
F-016,2026-08-26,Soybean,Asgrow AG36X6,74,Grain/Pod Filling,37.9,24.9,6.22,41.1,20.6,69.5,27.3,68.4,0.0,19.5,19.5,0.0,0.0,50.1,19,0.677,2.89
F-016,2026-08-27,Soybean,Asgrow AG36X6,75,Maturity,34.0,27.7,6.19,40.7,20.5,69.3,29.2,74.3,4.0,7.3,20.1,0.0,0.0,54.0,16,0.696,2.68
F-016,2026-08-28,Soybean,Asgrow AG36X6,76,Maturity,51.9,18.4,6.25,40.3,20.4,69.2,19.4,71.2,0.0,7.7,16.1,22.4,0.0,57.2,14,0.666,2.74
F-016,2026-08-29,Soybean,Asgrow AG36X6,77,Maturity,42.7,25.6,6.25,39.9,20.3,69.0,27.1,68.1,0.0,10.2,23.0,0.0,0.0,60.1,17,0.699,2.71
F-016,2026-08-30,Soybean,Asgrow AG36X6,78,Maturity,36.5,20.3,6.18,39.5,20.2,68.9,22.0,65.6,0.0,21.0,24.8,0.0,0.0,63.8,17,0.646,2.52
F-016,2026-08-31,Soybean,Asgrow AG36X6,79,Maturity,30.0,19.8,6.17,39.1,20.1,68.7,21.6,84.9,0.0,14.7,26.6,0.0,0.0,67.1,20,0.592,1.98
F-016,2026-09-01,Soybean,Asgrow AG36X6,80,Maturity,37.7,21.8,6.24,38.7,20.0,68.6,23.3,58.1,0.0,14.1,25.6,16.5,0.0,68.1,17,0.677,2.53
F-017,2026-08-18,Corn,NK Corn N78N,55,Grain/Pod Filling,63.8,24.6,6.8,125.3,25.8,141.1,26.6,90.0,18.0,13.2,20.0,0.0,0.0,5.4,5,0.775,7.57
F-017,2026-08-19,Corn,NK Corn N78N,56,Grain/Pod Filling,56.5,27.1,6.78,124.9,25.7,140.9,27.7,59.6,0.0,14.3,24.7,0.0,0.0,5.2,5,0.799,7.44
F-017,2026-08-20,Corn,NK Corn N78N,57,Grain/Pod Filling,48.1,24.7,6.84,124.5,25.6,140.8,26.8,61.2,0.0,26.2,17.3,0.0,0.0,4.7,3,0.787,6.81
F-017,2026-08-21,Corn,NK Corn N78N,58,Grain/Pod Filling,41.3,27.0,6.74,124.1,25.5,140.6,31.0,75.8,0.0,7.4,27.3,0.0,0.0,5.2,6,0.824,6.88
F-017,2026-08-22,Corn,NK Corn N78N,59,Grain/Pod Filling,35.8,22.2,6.81,123.7,25.4,140.5,23.7,63.3,0.0,18.4,26.7,0.0,0.0,4.7,9,0.796,7.11
F-017,2026-08-23,Corn,NK Corn N78N,60,Grain/Pod Filling,44.6,25.9,6.85,123.3,25.3,140.3,28.0,50.3,0.0,14.7,24.5,16.1,0.0,5.6,11,0.768,7.32
F-017,2026-08-24,Corn,NK Corn N78N,61,Grain/Pod Filling,39.1,23.9,6.92,122.9,25.2,140.2,26.6,60.1,0.0,14.5,19.0,0.0,0.0,5.9,7,0.792,7.13
F-017,2026-08-25,Corn,NK Corn N78N,62,Grain/Pod Filling,49.5,20.1,6.87,122.5,25.1,140.0,21.1,81.6,18.1,15.7,21.0,0.0,0.0,5.4,8,0.842,7.54
F-017,2026-08-26,Corn,NK Corn N78N,63,Grain/Pod Filling,55.8,22.3,6.76,122.1,25.0,139.9,24.6,95.4,16.2,15.0,12.2,0.0,0.0,5.5,5,0.788,7.7
F-017,2026-08-27,Corn,NK Corn N78N,64,Grain/Pod Filling,48.9,25.7,6.78,121.7,24.9,139.7,28.2,71.3,0.0,10.0,23.2,0.0,0.0,6.1,6,0.779,7.74
F-017,2026-08-28,Corn,NK Corn N78N,65,Grain/Pod Filling,43.5,16.9,6.79,188.9,45.0,153.1,18.9,52.5,0.0,12.4,24.6,0.0,67.6,6.8,3,0.78,7.45
F-017,2026-08-29,Corn,NK Corn N78N,66,Grain/Pod Filling,36.6,22.9,6.87,120.9,24.7,139.4,25.0,62.4,0.0,12.8,15.2,0.0,0.0,6.5,6,0.802,7.67
F-017,2026-08-30,Corn,NK Corn N78N,67,Grain/Pod Filling,52.3,20.7,6.78,120.5,24.6,139.3,21.3,55.0,0.0,18.3,28.0,24.6,0.0,7.0,9,0.748,7.18
F-017,2026-08-31,Corn,NK Corn N78N,68,Grain/Pod Filling,44.9,24.2,6.82,120.1,24.5,139.1,25.9,46.1,0.0,12.0,21.5,0.0,0.0,7.9,12,0.766,7.31
F-017,2026-09-01,Corn,NK Corn N78N,69,Grain/Pod Filling,37.6,17.2,6.8,119.7,24.4,139.0,19.2,90.9,1.6,21.6,22.8,0.0,0.0,8.9,8,0.708,7.01
F-018,2026-08-18,Wheat,SY Monument,78,Maturity,49.1,26.1,6.01,109.6,33.0,135.4,29.6,82.3,0.0,14.4,20.9,0.0,0.0,4.6,19,0.791,4.62
F-018,2026-08-19,Wheat,SY Monument,79,Maturity,61.0,19.5,6.06,109.2,32.9,135.2,19.8,77.8,21.0,15.9,12.9,0.0,0.0,4.8,15,0.762,4.76
F-018,2026-08-20,Wheat,SY Monument,80,Maturity,58.7,21.7,6.02,108.8,32.8,135.1,22.9,46.5,0.0,18.2,31.9,0.0,0.0,5.5,15,0.784,4.35
F-018,2026-08-21,Wheat,SY Monument,81,Maturity,58.9,26.0,6.03,108.4,32.7,134.9,27.7,91.9,7.4,10.4,18.0,0.0,0.0,5.5,15,0.777,4.03
F-018,2026-08-22,Wheat,SY Monument,82,Maturity,51.8,26.6,5.94,108.0,32.6,134.8,29.5,78.7,0.0,17.0,23.4,0.0,0.0,6.2,12,0.758,4.24
F-018,2026-08-23,Wheat,SY Monument,83,Maturity,40.0,31.8,5.98,107.6,32.5,134.6,34.4,67.2,0.0,16.5,32.0,0.0,0.0,7.1,13,0.757,4.18
F-018,2026-08-24,Wheat,SY Monument,84,Maturity,62.9,16.1,5.94,107.2,32.4,134.5,15.8,86.3,30.7,14.4,13.3,0.0,0.0,8.1,9,0.792,4.18
F-018,2026-08-25,Wheat,SY Monument,85,Maturity,54.7,25.3,6.06,106.8,32.3,134.3,28.6,66.1,0.0,14.5,27.2,0.0,0.0,8.4,7,0.756,4.23
F-018,2026-08-26,Wheat,SY Monument,86,Maturity,49.2,29.9,6.07,106.4,32.2,134.2,32.0,54.0,0.0,16.7,27.5,0.0,0.0,7.3,3,0.784,4.45
F-018,2026-08-27,Wheat,SY Monument,87,Maturity,42.5,22.0,6.04,106.0,32.1,134.0,23.9,62.7,0.0,9.9,17.0,0.0,0.0,6.8,2,0.775,4.53
F-018,2026-08-28,Wheat,SY Monument,88,Maturity,38.0,21.6,6.03,105.6,32.0,133.9,22.5,56.2,0.0,7.7,23.1,0.0,0.0,6.4,5,0.771,4.05
F-018,2026-08-29,Wheat,SY Monument,89,Maturity,30.5,25.2,6.0,105.2,31.9,133.7,28.2,53.8,0.0,18.7,21.1,0.0,0.0,6.7,7,0.759,4.18
F-018,2026-08-30,Wheat,SY Monument,90,Maturity,47.8,24.4,5.95,104.8,31.8,133.6,26.3,75.2,0.0,15.5,21.8,28.6,0.0,7.1,10,0.803,4.42
F-018,2026-08-31,Wheat,SY Monument,91,Maturity,41.9,24.6,6.03,104.4,31.7,133.4,25.0,72.2,0.0,16.7,22.8,0.0,0.0,7.7,12,0.758,4.22
F-018,2026-09-01,Wheat,SY Monument,92,Maturity,35.0,25.6,6.03,104.0,31.6,133.3,26.3,63.2,0.0,12.5,19.1,0.0,0.0,7.0,10,0.785,4.45
F-019,2026-08-18,Cotton,Stoneville ST4990,46,Flowering,52.3,15.2,6.87,100.8,20.6,89.0,16.3,76.4,0.7,11.9,29.3,0.0,0.0,4.3,15,0.785,2.15
